word,related fact 
stagg,"The Amos Alonzo Stagg Bowl, otherwise known as the NCAA Division III Football Championship Game since 1973, is competed annually as the final game of the NCAA Division III Football Tournament."
stagg,"The 2021 Stagg Bowl will be held at Tom Benson Hall of Fame Stadium December 2-4, 2021."
stagg,Stagg had spent time at the vegetarian Battle Creek Sanitarium in 1907 and was inspired by John Harvey Kellogg's vegetarian diet.
stagg,"The first 10 Stagg Bowls were played in Phenix City, Alabama, from 1973 to 1982."
stagg,Stagg also forged a bond between sports and religious faith early in his career that remained important to him for the rest of his life.
stagg,Stagg then coached at the University of Chicago from 1892 to 1932.
stagg,"At the College of William and Mary, the Amos Alonzo Stagg Society was organized during 1979–1980 by students and faculty opposed to a plan by the institution's Board of Visitors to move William and Mary back into big-time college football several decades after a scandal there involving grade changes for football players."
stagg,At that time—from 1969 to 1973—the Stagg Bowl was one of two bowls competed at the College Division level—the Knute Rockne Bowl and the Amos Alonzo Stagg Bowl.
stagg,"Stagg was married to the former Stella Robertson on September 10, 1894."
stagg,"Naismith invited Stagg to play in the first public basketball game on March 12, 1892."
stagg,"In 1993, the Stagg Bowl moved to Salem, Va., where it remained until 2017."
stagg,"Stagg was given a position on the faculty, the first such athletic position in the United States."
stagg,Stagg was reportedly an activist for vegetarianism and banned his players from using alcohol and tobacco.
stagg,"In 1973, the NCAA instituted the D-III national championship, and the Stagg Bowl was adopted as the moniker for that game."
stagg,"At Chicago, Stagg also instituted an annual prep basketball tournament and track meet."
stagg,Stagg scored the only basket for the losing side.
stagg,"Stagg did not consume alcohol, coffee, or cigarettes and promoted the consumption of vegetables over red meat."
stagg,"At age 70, Stagg moved on to the College of the Pacific in Stockton, California,[11] where he led the Tigers for 14 seasons, from 1933 through 1946, then was asked to resign."
stagg,"Stagg became the first paid football coach at Williston Seminary, a secondary school, in 1890."
stagg,Stagg played football as an end at Yale University and was selected to the first All-America Team in 1889.
stagg,The students defeated the faculty 5–1 and Stagg scored the only basket for the faculty.
hamline,"Today, a statue of Bishop Hamline sculpted by the late professor of art Michael Price stands on campus."
hamline,"In the autumn of 2012, Hamline students and faculty protested the school's refusal to condemn the proposed Minnesota constitutional amendment that would have banned equal marriage rights for all citizens."
hamline,Hamline was designated one of 38 colleges in the country to supply men for ambulance work in France.
hamline,Hamline University School of Business contains both the undergraduate and graduate business programs.
hamline,"Circa 2002 Hamline had 3,425 students, with 11 being American Indian."
hamline,Hamline University's School of Education houses graduate and undergraduate programs.
hamline,"Hamline is the oldest university in Minnesota, the first coeducational university in the state, and is one of five Associated Colleges of the Twin Cities."
hamline,"In lacrosse, Hamline is a member of the Midwest Women's Lacrosse Conference."
hamline,"On February 9, 1895, the first intercollegiate 5-on-5 game was played at Hamline University between Hamline and the School of Agriculture, which was affiliated with the University of Minnesota."
hamline,"The school's charter stipulated Hamline be located ""at some point on the Mississippi between St. Paul and Lake Pepin."""
hamline,It was not until 1935 that Hamline began to recover from the depression.
hamline,Washington Monthly ranked Hamline first in Minnesota and 36th nationwide in its Master's Universities category in 2020.
hamline,The two largest on-campus organizations are the Hamline Undergraduate Student Congress (HUSC) and Hamline University Programming Board (HUPB).
hamline,Hamline competes in 20 intercollegiate sports in the NCAA Division III Minnesota Intercollegiate Athletic Conference.
hamline,"Hamline University is regarded as the ""birthplace of intercollegiate basketball"" and home to the first recorded basketball game played between two colleges."
hamline,"Hamline is a member of the Associated Colleges of the Twin Cities (ACTC), which is a consortium of five private liberal arts colleges, all located in either Minneapolis or Saint Paul."
hamline,"The Golden Gophers played their first game on September 29, 1882, a 4–0 victory over Hamline University, St. Paul."
hamline,"After the Charles M. Drew Fine Arts Center opened in 1950, Hamline began to gradually acquire a permanent art collection, especially after Paul Smith became chair of the fine arts department in 1965."
hamline,"Hamline broke ground on September 27, 1996, for the $5.6 million, 44,000-square-foot (4,100 m2) Law and Graduate Center/Conference Center, which was dedicated on October 10, 1997."
hamline,"Hamline also has an alliance with Hamline Elementary School, which is a public elementary located across the street from the university."
hamline,"Hamline was once known for the strength of its basketball program, with the university considered to be a national power in the sport from the 1930s to the 1950s."
hamline,"On July 1, 2015, Dr. Miller became the first African American to be President of Hamline University and the second woman to hold that office."
hamline,The Hamline Law Review ceased publication in 2015[35] and merged with the William Mitchell Law Review to form the Mitchell Hamline Law Review.
hamline,"One of the more notable situations the Hamline ambulance unit, otherwise known as Section 568, was involved in was the fighting in the Meuse-Argonne territory, which lasted forty-seven days."
hamline,"It had been expected that Hamline would reopen on a new site within two years after the closing at Red Wing; however, indecision in the selection of a new site caused a delay."
hamline,"Founded in 1854, Hamline is known for its emphasis on experiential learning, service, and social justice."
hamline,Hamline is one of 276 Phi Beta Kappa institutions in the country.
hamline,"In addition to sports, Hamline has more than 70 clubs and organizations."
hamline,"In April 2015, Hamline University announced that Dr. Fayneese Miller would become the 20th President of Hamline on July 1, 2015."
hamline,"Hamline and the Asbury Methodist Hospital of Minneapolis launched a new venture in 1940 when they collaboratively established the Hamline-Asbury School of Nursing, which offered a five-year program leading to a Bachelor of Science in nursing."
hamline,"Founded as a coeducational institution, Hamline was among the first coeducational universities in the United States."
hamline,"Hamline School of Business graduate program offers the following degrees: In 2021, Hamline was ranked 15th in the Midwest according U.S. News & World Report magazine's ""Best Colleges"" edition."
hamline,Women's lacrosse was added as an official Hamline University sport and the team officially competing in the spring of 2016.
hamline,"In 2016, this journal was combined with the William Mitchell Journal of Law and Practice to create the Mitchell Hamline Law Journal of Public Policy and Practice [37] In 1983, in collaboration with the Council on Religion and Law at Harvard University Divinity and Law Schools, the Hamline School of Law launched a faculty-edited journal, the Journal of Law and Religion."
hamline,"In 1949, the Mounds-Midway School of Nursing joined the school, and the newly enlarged institution took the name of the Hamline University School of Nursing."
hamline,"The nursing school, which had been an integral part of Hamline since 1940 and had won wide recognition for the excellence of its program, was discontinued in 1962 following a decision to concentrate resources and staff on liberal arts programs."
hamline,"Organized intercollegiate football was first played in the state of Minnesota on September 30, 1882, when Hamline was convinced to play Minnesota."
